numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-03545,CL-00585,BU-09,Won,TY-05,113766.72,113766.72,0.22,RE-02,TE-02,IN-49,2022-08-21,2022-09-06,16.0,LS-23,NV-3
OP-03546,CL-01094,BU-04,Won,TY-00,3592.11,3592.11,0.26,RE-02,TE-00,IN-32,2018-05-30,2018-05-30,0.0,LS-35,NV-3
OP-03547,CL-00585,BU-09,Won,TY-05,2489161.4,2489161.4,0.25,RE-02,TE-13,IN-28,2021-11-18,2022-06-16,210.0,LS-25,NV-1
OP-03548,CL-00096,BU-04,Lost,TY-05,30302.79,30302.79,0.14,RE-02,TE-07,IN-10,2021-09-21,2022-11-17,422.0,LS-07,NV-0
OP-03549,CL-01094,BU-04,Won,TY-00,8979.79,8979.79,0.28,RE-02,TE-15,IN-21,2018-04-08,2018-04-08,0.0,LS-22,NV-0
OP-03550,CL-00585,BU-09,Won,TY-05,717416.83,717416.83,0.14,RE-02,TE-13,IN-62,2022-01-14,2022-01-20,6.0,LS-08,NV-0
OP-03551,CL-01094,BU-04,Lost,TY-05,93399.68,205519.09,0.15,RE-02,TE-12,IN-42,2017-01-17,2018-04-14,452.0,LS-13,NV-4
OP-03552,CL-00585,BU-09,Won,TY-05,1312692.93,1312692.93,0.16,RE-02,TE-03,IN-34,2021-11-08,2022-03-02,114.0,LS-19,NV-4
OP-03553,CL-01094,BU-04,Won,TY-00,898.03,898.03,0.1,RE-02,TE-09,IN-64,2018-04-04,2018-04-04,0.0,LS-24,NV-2
OP-03554,CL-00585,BU-09,Won,TY-05,1312692.93,1312692.93,0.11,RE-02,TE-01,IN-43,2021-03-10,2021-09-28,202.0,LS-00,NV-1
OP-03555,CL-00096,BU-04,Lost,TY-05,83655.52,83655.52,0.06,RE-02,TE-05,IN-29,2021-02-05,2022-09-22,594.0,LS-17,NV-3
OP-03556,CL-01094,BU-04,Lost,TY-05,20552.26,43756.43,0.15,RE-02,TE-06,IN-11,2017-08-30,2018-01-29,152.0,LS-35,NV-3
OP-03557,CL-00585,BU-09,Lost,TY-05,236284.73,236284.73,0.16,RE-02,TE-04,IN-57,2021-09-14,2021-09-24,10.0,LS-18,NV-3
OP-03558,CL-00096,BU-04,Lost,TY-05,243091.28,243091.28,0.2,RE-02,TE-06,IN-19,2021-03-09,2022-11-09,610.0,LS-33,NV-2
OP-03559,CL-01094,BU-04,Won,TY-00,10501.54,10501.54,0.23,RE-02,TE-01,IN-29,2017-11-20,2017-11-20,0.0,LS-19,NV-3
OP-03560,CL-00585,BU-09,Won,TY-05,953747.26,953747.26,0.28,RE-02,TE-01,IN-54,2021-04-15,2021-07-07,83.0,LS-12,NV-1
OP-03561,CL-00096,BU-04,Lost,TY-05,29635.77,29635.77,0.12,RE-02,TE-02,IN-19,2021-03-18,2022-11-20,612.0,LS-15,NV-1
OP-03562,CL-01094,BU-04,Won,TY-05,982.09,982.09,0.07,RE-02,TE-12,IN-42,2019-04-22,2019-04-22,0.0,LS-01,NV-3
OP-03563,CL-00585,BU-09,Won,TY-05,1027455.45,1027455.45,0.15,RE-02,TE-10,IN-07,2021-04-16,2021-04-16,0.0,LS-21,NV-4
OP-03564,CL-00096,BU-04,Lost,TY-05,583419.08,583419.08,0.11,RE-02,TE-07,IN-47,2021-01-11,2022-09-15,612.0,LS-30,NV-4
OP-03565,CL-01094,BU-04,Won,TY-04,43756.43,43756.43,0.1,RE-02,TE-01,IN-30,2018-08-26,2018-09-16,21.0,LS-12,NV-4
OP-03566,CL-00585,BU-09,Won,TY-05,807233.22,807233.22,0.23,RE-02,TE-11,IN-40,2021-04-16,2021-04-21,5.0,LS-29,NV-2
OP-03567,CL-00096,BU-04,Lost,TY-05,125769.11,125769.11,0.25,RE-02,TE-06,IN-04,2021-03-15,2022-11-20,615.0,LS-02,NV-0
OP-03568,CL-01094,BU-04,Won,TY-04,11315.15,11315.15,0.14,RE-02,TE-11,IN-42,2018-02-27,2018-03-08,9.0,LS-15,NV-2
OP-03569,CL-00585,BU-09,Won,TY-00,716337.5,716337.5,0.23,RE-02,TE-05,IN-24,2020-12-28,2020-12-28,0.0,LS-09,NV-2
OP-03570,CL-01094,BU-04,Lost,TY-05,97236.51,97236.51,0.09,RE-02,TE-05,IN-54,2017-02-10,2018-01-20,344.0,LS-08,NV-4
OP-03571,CL-01086,BU-09,Won,TY-00,4059.62,4059.62,0.24,RE-02,TE-03,IN-27,2021-09-11,2021-09-11,0.0,LS-13,NV-4
OP-03572,CL-00096,BU-04,Won,TY-05,7622.37,7622.37,0.21,RE-02,TE-10,IN-41,2022-09-29,2022-09-30,1.0,LS-19,NV-1
OP-03573,CL-01094,BU-04,Lost,TY-05,64759.52,64759.52,0.08,RE-02,TE-10,IN-39,2016-11-28,2017-11-28,365.0,LS-17,NV-4
OP-03574,CL-01086,BU-09,Won,TY-00,23312.45,23312.45,0.27,RE-02,TE-04,IN-21,2021-07-23,2021-07-23,0.0,LS-17,NV-4
OP-03575,CL-00096,BU-04,Lost,TY-05,24544.03,24544.03,0.05,RE-02,TE-05,IN-01,2021-08-31,2022-11-08,434.0,LS-29,NV-4
OP-03576,CL-01086,BU-09,Won,TY-00,13885.37,13885.37,0.05,RE-02,TE-02,IN-07,2021-05-07,2021-05-07,0.0,LS-24,NV-4
OP-03577,CL-00096,BU-04,Won,TY-05,8466.87,8466.87,0.13,RE-02,TE-09,IN-18,2022-10-26,2022-10-26,0.0,LS-19,NV-2
OP-03578,CL-01288,BU-04,Lost,TY-04,103848.6,519242.98,0.23,RE-02,TE-00,IN-37,2022-07-08,2022-09-22,76.0,LS-02,NV-2
OP-03579,CL-01086,BU-09,Won,TY-05,14527.14,14527.14,0.12,RE-02,TE-00,IN-09,2023-01-23,2023-01-28,5.0,LS-04,NV-3
OP-03580,CL-00096,BU-04,Won,TY-05,8576.26,8576.26,0.07,RE-02,TE-14,IN-04,2022-10-24,2022-10-24,0.0,LS-30,NV-1
OP-03581,CL-01190,BU-04,Lost,TY-04,240660.37,240660.37,0.11,RE-02,TE-12,IN-33,2020-03-08,2022-12-23,1020.0,LS-30,NV-2
OP-03582,CL-01086,BU-09,Won,TY-05,28529.19,28529.19,0.14,RE-02,TE-02,IN-58,2023-02-02,2023-02-02,0.0,LS-00,NV-1
OP-03583,CL-00096,BU-04,Won,TY-05,70125.81,70125.81,0.24,RE-02,TE-12,IN-02,2022-08-02,2022-09-27,56.0,LS-03,NV-2
OP-03584,CL-00872,BU-05,Lost,TY-04,35880.27,70885.42,0.27,RE-02,TE-07,IN-29,2021-12-17,2022-01-10,24.0,LS-04,NV-4
OP-03585,CL-01086,BU-09,Won,TY-05,10851.59,10851.59,0.07,RE-02,TE-09,IN-36,2023-02-03,2023-02-11,8.0,LS-28,NV-1
OP-03586,CL-00096,BU-04,Won,TY-05,1143.5,1143.5,0.27,RE-02,TE-13,IN-13,2022-08-20,2022-08-22,2.0,LS-19,NV-2
OP-03587,CL-01347,BU-04,S4,TY-05,33060.41,209382.62,0.25,RE-02,TE-03,IN-27,2020-02-11,2024-04-15,1311.0,LS-22,NV-2
OP-03588,CL-01086,BU-09,Won,TY-05,22534.56,22534.56,0.23,RE-02,TE-09,IN-12,2022-07-13,2022-07-13,0.0,LS-34,NV-2
OP-03589,CL-00096,BU-04,Won,TY-05,3430.5,3430.5,0.21,RE-02,TE-11,IN-50,2022-10-21,2022-10-23,2.0,LS-20,NV-4
OP-03590,CL-01347,BU-04,S4,TY-05,21648.35,21648.35,0.16,RE-02,TE-02,IN-23,2020-03-20,2024-05-23,1311.0,LS-09,NV-3
OP-03591,CL-01086,BU-09,Won,TY-05,11060.65,11060.65,0.11,RE-02,TE-01,IN-58,2022-06-08,2022-06-08,0.0,LS-19,NV-0
OP-03592,CL-00096,BU-04,Lost,TY-05,534800.82,534800.82,0.13,RE-02,TE-04,IN-46,2021-08-06,2022-09-08,398.0,LS-19,NV-2
OP-03593,CL-01347,BU-04,S4,TY-05,25087.02,154703.29,0.11,RE-02,TE-10,IN-43,2019-08-13,2024-06-07,1546.0,LS-30,NV-0
OP-03594,CL-01086,BU-09,Won,TY-05,15484.91,15484.91,0.07,RE-02,TE-14,IN-48,2022-04-28,2022-05-13,15.0,LS-33,NV-1
OP-03595,CL-00096,BU-04,Won,TY-05,76131.52,76131.52,0.06,RE-02,TE-13,IN-58,2022-05-16,2022-08-15,91.0,LS-18,NV-0
OP-03596,CL-01347,BU-04,S4,TY-05,104043.07,104043.07,0.28,RE-02,TE-09,IN-59,2019-08-22,2024-06-16,1546.0,LS-29,NV-0
OP-03597,CL-01086,BU-09,Won,TY-05,10939.11,10939.11,0.13,RE-02,TE-11,IN-35,2022-03-10,2022-03-11,1.0,LS-01,NV-4
OP-03598,CL-00096,BU-04,Won,TY-05,32160.98,32160.98,0.23,RE-02,TE-01,IN-56,2022-05-19,2022-07-30,72.0,LS-30,NV-0
OP-03599,CL-01347,BU-04,S4,TY-05,2430.91,16408.66,0.09,RE-02,TE-15,IN-16,2022-05-10,2024-02-17,525.0,LS-20,NV-4
OP-03600,CL-01086,BU-09,Won,TY-05,17697.05,17697.05,0.1,RE-02,TE-12,IN-53,2021-12-11,2021-12-12,1.0,LS-34,NV-3
OP-03601,CL-00096,BU-04,Won,TY-05,10698.45,10698.45,0.21,RE-02,TE-12,IN-38,2022-10-03,2022-10-03,0.0,LS-15,NV-1
OP-03602,CL-01347,BU-04,S4,TY-05,31601.87,31601.87,0.23,RE-02,TE-06,IN-10,2022-05-10,2024-02-17,525.0,LS-18,NV-0
OP-03603,CL-01086,BU-09,Won,TY-05,10161.22,10161.22,0.19,RE-02,TE-06,IN-02,2021-11-21,2021-11-21,0.0,LS-02,NV-4
OP-03604,CL-00096,BU-04,Won,TY-05,1886.78,1886.78,0.17,RE-02,TE-13,IN-54,2022-10-10,2022-10-14,4.0,LS-00,NV-3
OP-03605,CL-01347,BU-04,S4,TY-05,61556.55,61556.55,0.23,RE-02,TE-09,IN-57,2019-12-25,2024-02-13,1388.0,LS-24,NV-0
OP-03606,CL-01086,BU-09,Won,TY-05,34251.56,34251.56,0.17,RE-02,TE-12,IN-13,2021-09-09,2021-09-09,0.0,LS-15,NV-2
OP-03607,CL-00096,BU-04,Won,TY-05,2001.13,2001.13,0.07,RE-02,TE-08,IN-61,2022-07-10,2022-07-18,8.0,LS-21,NV-0
OP-03608,CL-01347,BU-04,S4,TY-05,15071.66,99221.75,0.06,RE-02,TE-15,IN-24,2019-11-15,2024-01-04,1388.0,LS-29,NV-0
OP-03609,CL-01086,BU-09,Won,TY-00,45190.67,45190.67,0.1,RE-02,TE-12,IN-22,2021-07-23,2021-07-23,0.0,LS-04,NV-0
OP-03610,CL-01347,BU-04,S4,TY-05,91985.74,275957.22,0.08,RE-02,TE-03,IN-52,2023-02-09,2023-09-25,196.0,LS-10,NV-3
OP-03611,CL-01086,BU-09,Won,TY-00,11352.36,11352.36,0.09,RE-02,TE-04,IN-29,2021-07-04,2021-07-04,0.0,LS-33,NV-2
OP-03612,CL-01347,BU-04,S4,TY-05,8265.1,8265.1,0.06,RE-02,TE-05,IN-22,2022-11-04,2023-12-25,384.0,LS-02,NV-3
OP-03613,CL-01086,BU-09,Won,TY-00,43639.75,43639.75,0.25,RE-02,TE-15,IN-43,2021-06-01,2021-06-01,0.0,LS-20,NV-0
OP-03614,CL-01347,BU-04,Won,TY-05,14585.48,14585.48,0.15,RE-02,TE-06,IN-39,2023-03-09,2023-06-08,91.0,LS-23,NV-3
OP-03615,CL-01086,BU-09,Won,TY-00,42322.19,42322.19,0.22,RE-02,TE-09,IN-56,2021-06-11,2021-06-11,0.0,LS-08,NV-3
OP-03616,CL-01347,BU-04,Won,TY-05,8038.23,59616.88,0.26,RE-02,TE-05,IN-11,2023-02-23,2023-05-09,75.0,LS-30,NV-2
OP-03617,CL-01086,BU-09,Won,TY-00,23312.45,23312.45,0.18,RE-02,TE-08,IN-21,2021-06-06,2021-06-06,0.0,LS-14,NV-1
OP-03618,CL-00096,BU-04,Won,TY-05,216264.7,216264.7,0.28,RE-02,TE-07,IN-56,2022-06-16,2022-08-21,66.0,LS-23,NV-1
OP-03619,CL-01347,BU-04,Won,TY-05,9723.65,74548.0,0.28,RE-02,TE-13,IN-15,2022-10-14,2023-03-31,168.0,LS-11,NV-2
OP-03620,CL-01086,BU-09,Won,TY-00,12494.89,12494.89,0.16,RE-02,TE-14,IN-40,2021-04-08,2021-04-08,0.0,LS-34,NV-4
OP-03621,CL-00096,BU-04,Won,TY-05,158122.56,209871.02,0.1,RE-02,TE-14,IN-35,2022-06-25,2022-08-12,48.0,LS-02,NV-0
OP-03622,CL-01347,BU-04,Won,TY-05,4861.83,4861.83,0.23,RE-02,TE-12,IN-61,2022-10-24,2023-04-09,167.0,LS-22,NV-4
OP-03623,CL-01086,BU-09,Won,TY-05,43639.75,43639.75,0.17,RE-02,TE-08,IN-61,2021-04-20,2021-04-20,0.0,LS-19,NV-3
OP-03624,CL-00096,BU-04,Won,TY-05,56725.84,66180.14,0.25,RE-02,TE-05,IN-11,2022-05-04,2022-09-19,138.0,LS-27,NV-0
OP-03625,CL-01086,BU-09,Won,TY-05,91037.69,91037.69,0.2,RE-02,TE-12,IN-01,2020-12-10,2021-01-28,49.0,LS-07,NV-3
OP-03626,CL-00096,BU-04,Won,TY-05,13596.24,13596.24,0.22,RE-02,TE-15,IN-08,2022-07-30,2022-08-20,21.0,LS-03,NV-2
OP-03627,CL-01347,BU-04,Lost,TY-05,92919.21,92919.21,0.14,RE-02,TE-07,IN-23,2022-07-11,2023-02-13,217.0,LS-03,NV-3
OP-03628,CL-01086,BU-09,Won,TY-00,5323.7,5323.7,0.24,RE-02,TE-01,IN-55,2021-03-06,2021-03-06,0.0,LS-15,NV-3
OP-03629,CL-00096,BU-04,Won,TY-05,14131.38,14131.38,0.15,RE-02,TE-10,IN-50,2022-06-29,2022-08-01,33.0,LS-20,NV-0
OP-03630,CL-01347,BU-04,S4,TY-05,32817.32,32817.32,0.29,RE-02,TE-14,IN-38,2022-12-27,2024-08-13,289.0,LS-26,NV-0
OP-03631,CL-01086,BU-09,Won,TY-00,10039.67,10039.67,0.1,RE-02,TE-06,IN-60,2021-01-02,2021-01-02,0.0,LS-11,NV-1
OP-03632,CL-00096,BU-04,Won,TY-05,7679.25,7679.25,0.18,RE-02,TE-08,IN-59,2022-08-05,2022-08-05,0.0,LS-30,NV-1
OP-03633,CL-01347,BU-04,S4,TY-05,1750.26,10939.11,0.26,RE-02,TE-04,IN-13,2023-01-09,2024-08-26,289.0,LS-26,NV-3
OP-03634,CL-01086,BU-09,Won,TY-05,124968.37,124968.37,0.16,RE-02,TE-05,IN-38,2020-02-13,2020-02-15,2.0,LS-23,NV-1
OP-03635,CL-00096,BU-04,Won,TY-05,2144.07,2144.07,0.11,RE-02,TE-08,IN-11,2022-06-26,2022-06-26,0.0,LS-24,NV-2
OP-03636,CL-01347,BU-04,S4,TY-05,38894.61,249573.71,0.16,RE-02,TE-15,IN-15,2022-08-16,2024-04-05,384.0,LS-01,NV-1
OP-03637,CL-00004,BU-09,Won,TY-05,97236.51,97236.51,0.17,RE-02,TE-05,IN-05,2022-02-19,2022-03-27,36.0,LS-13,NV-4
OP-03638,CL-01347,BU-04,S4,TY-05,19447.3,19447.3,0.11,RE-02,TE-11,IN-31,2022-10-23,2024-06-12,384.0,LS-01,NV-2
OP-03639,CL-00860,BU-09,Won,TY-04,70496.47,70496.47,0.14,RE-02,TE-09,IN-06,2021-03-09,2021-06-04,87.0,LS-23,NV-2
OP-03640,CL-00096,BU-04,Won,TY-05,1000.56,1000.56,0.29,RE-02,TE-15,IN-32,2022-08-04,2022-08-04,0.0,LS-04,NV-3
OP-03641,CL-01347,BU-04,Lost,TY-03,24503.6,47645.89,0.28,RE-02,TE-12,IN-36,2015-12-01,2019-05-03,1249.0,LS-18,NV-0
OP-03642,CL-00906,BU-09,Lost,TY-05,58341.91,58341.91,0.16,RE-02,TE-00,IN-56,2019-12-09,2021-10-12,673.0,LS-34,NV-2
OP-03643,CL-00096,BU-04,Lost,TY-05,22727.09,22727.09,0.24,RE-02,TE-06,IN-25,2022-07-03,2022-09-19,78.0,LS-18,NV-3
OP-03644,CL-01347,BU-04,Won,TY-05,1750.26,5980.05,0.07,RE-02,TE-12,IN-33,2019-04-18,2019-04-29,11.0,LS-02,NV-1
OP-03645,CL-00096,BU-04,Lost,TY-05,62463.76,62463.76,0.09,RE-02,TE-04,IN-43,2022-02-21,2022-09-05,196.0,LS-34,NV-2
OP-03646,CL-01347,BU-04,Won,TY-05,24309.13,24309.13,0.3,RE-02,TE-06,IN-31,2018-11-21,2019-02-18,89.0,LS-15,NV-2
OP-03647,CL-00557,BU-03,Lost,TY-04,1456602.97,1456602.97,0.29,RE-01,TE-07,IN-25,2020-01-31,2020-11-05,279.0,LS-17,NV-0
OP-03648,CL-00096,BU-04,Lost,TY-05,19725.4,19725.4,0.11,RE-02,TE-05,IN-37,2022-01-04,2022-07-19,196.0,LS-00,NV-4
OP-03649,CL-01347,BU-04,Won,TY-05,8619.04,8619.04,0.27,RE-02,TE-09,IN-04,2018-01-29,2018-03-06,36.0,LS-09,NV-1
OP-03650,CL-00096,BU-04,Lost,TY-05,62463.76,62463.76,0.22,RE-02,TE-08,IN-42,2022-01-19,2022-09-08,232.0,LS-09,NV-3
OP-03651,CL-01347,BU-04,Won,TY-05,57151.73,157167.27,0.17,RE-02,TE-07,IN-17,2019-10-30,2020-01-23,85.0,LS-29,NV-1
OP-03652,CL-00557,BU-03,Lost,TY-05,291709.54,291709.54,0.13,RE-01,TE-14,IN-61,2020-04-11,2020-09-10,152.0,LS-05,NV-3
OP-03653,CL-00096,BU-04,Lost,TY-05,69896.52,69896.52,0.22,RE-02,TE-06,IN-21,2022-07-08,2022-07-12,4.0,LS-02,NV-3
OP-03654,CL-01347,BU-04,Won,TY-05,17016.39,17016.39,0.29,RE-02,TE-08,IN-46,2019-09-29,2019-12-23,85.0,LS-21,NV-4
OP-03655,CL-00557,BU-03,Lost,TY-00,17502.57,17502.57,0.2,RE-01,TE-04,IN-29,2020-07-01,2020-10-15,106.0,LS-01,NV-4
OP-03656,CL-00096,BU-04,Won,TY-05,69896.52,69896.52,0.07,RE-02,TE-13,IN-56,2022-05-23,2022-09-10,110.0,LS-34,NV-1
OP-03657,CL-01347,BU-04,Won,TY-05,4399.71,4399.71,0.06,RE-02,TE-06,IN-01,2019-07-26,2019-08-05,10.0,LS-18,NV-0
OP-03658,CL-00557,BU-03,Lost,TY-05,58341.91,58341.91,0.09,RE-01,TE-15,IN-46,2020-04-17,2020-09-16,152.0,LS-13,NV-1
OP-03659,CL-00096,BU-04,Won,TY-05,191536.48,191536.48,0.11,RE-02,TE-00,IN-62,2022-03-16,2022-09-10,178.0,LS-17,NV-2
OP-03660,CL-01347,BU-04,Won,TY-05,5600.82,5600.82,0.24,RE-02,TE-04,IN-08,2019-07-27,2019-08-13,17.0,LS-19,NV-0
OP-03661,CL-00557,BU-03,Lost,TY-03,185721.74,185721.74,0.08,RE-01,TE-15,IN-49,2020-02-16,2020-09-23,220.0,LS-35,NV-3
OP-03662,CL-00096,BU-04,Won,TY-05,1858.19,1858.19,0.16,RE-02,TE-05,IN-03,2022-08-03,2022-08-04,1.0,LS-00,NV-4
OP-03663,CL-01347,BU-04,Lost,TY-05,8167.87,24503.6,0.14,RE-02,TE-13,IN-15,2018-08-04,2019-09-04,396.0,LS-30,NV-3
OP-03664,CL-00096,BU-04,Won,TY-05,1858.19,1858.19,0.17,RE-02,TE-02,IN-40,2022-09-06,2022-09-07,1.0,LS-29,NV-3
OP-03665,CL-01347,BU-04,Lost,TY-05,24309.13,24309.13,0.19,RE-02,TE-09,IN-09,2018-06-11,2019-07-12,396.0,LS-17,NV-2
OP-03666,CL-00557,BU-03,Won,TY-00,10209.83,10209.83,0.09,RE-01,TE-06,IN-59,2019-06-23,2020-04-04,286.0,LS-32,NV-3
OP-03667,CL-00096,BU-04,Won,TY-05,47741.18,47741.18,0.05,RE-02,TE-12,IN-57,2021-09-12,2022-08-22,344.0,LS-28,NV-1
OP-03668,CL-01347,BU-04,Won,TY-05,13827.03,13827.03,0.24,RE-02,TE-05,IN-61,2019-03-27,2019-08-02,128.0,LS-22,NV-1
OP-03669,CL-00096,BU-04,Won,TY-05,22441.21,22441.21,0.07,RE-02,TE-10,IN-33,2022-04-25,2022-08-15,112.0,LS-13,NV-4
OP-03670,CL-01347,BU-04,Won,TY-05,7240.23,22927.4,0.3,RE-02,TE-02,IN-28,2019-05-03,2019-08-04,93.0,LS-20,NV-2
OP-03671,CL-01052,BU-05,Lost,TY-05,47188.31,267400.41,0.1,RE-02,TE-05,IN-11,2020-11-14,2021-03-06,112.0,LS-19,NV-0
OP-03672,CL-00096,BU-04,Won,TY-05,418378.57,418378.57,0.3,RE-02,TE-14,IN-00,2021-05-31,2022-07-25,420.0,LS-02,NV-0
OP-03673,CL-01347,BU-04,Won,TY-05,8751.29,8751.29,0.27,RE-02,TE-05,IN-28,2021-07-08,2021-07-18,10.0,LS-00,NV-1
OP-03674,CL-01052,BU-05,Lost,TY-05,46673.53,87512.86,0.18,RE-02,TE-11,IN-40,2020-11-10,2021-02-28,110.0,LS-11,NV-4
OP-03675,CL-00096,BU-04,Lost,TY-05,100056.37,100056.37,0.07,RE-02,TE-09,IN-16,2022-07-03,2022-07-03,0.0,LS-05,NV-1
OP-03676,CL-01347,BU-04,Won,TY-05,11668.38,17502.57,0.24,RE-02,TE-15,IN-01,2020-02-10,2021-02-11,367.0,LS-23,NV-0
OP-03677,CL-01052,BU-05,Won,TY-04,289764.81,1357421.73,0.17,RE-02,TE-06,IN-03,2019-12-15,2020-04-07,114.0,LS-21,NV-4
OP-03678,CL-00096,BU-04,Won,TY-05,571.75,571.75,0.14,RE-02,TE-08,IN-12,2022-07-25,2022-07-25,0.0,LS-30,NV-2
OP-03679,CL-01347,BU-04,Won,TY-05,14585.48,14585.48,0.25,RE-02,TE-13,IN-54,2020-02-23,2021-02-24,367.0,LS-03,NV-0
OP-03680,CL-00096,BU-04,Won,TY-05,500.28,500.28,0.12,RE-02,TE-03,IN-55,2022-06-27,2022-06-27,0.0,LS-02,NV-4
OP-03681,CL-01347,BU-04,Won,TY-05,7401.25,11101.88,0.27,RE-02,TE-06,IN-16,2020-02-24,2021-03-26,396.0,LS-16,NV-1
OP-03682,CL-00096,BU-04,Won,TY-05,12240.86,12240.86,0.28,RE-02,TE-09,IN-59,2022-07-30,2022-07-30,0.0,LS-09,NV-4
OP-03683,CL-01347,BU-04,Won,TY-05,72927.39,72927.39,0.28,RE-02,TE-06,IN-43,2019-06-10,2021-03-15,644.0,LS-15,NV-2
OP-03684,CL-01052,BU-05,Won,TY-00,7657.38,7657.38,0.21,RE-02,TE-01,IN-61,2023-09-30,2023-10-11,11.0,LS-35,NV-0
OP-03685,CL-00096,BU-04,Won,TY-05,12006.76,12006.76,0.16,RE-02,TE-00,IN-25,2022-08-08,2022-08-08,0.0,LS-18,NV-4
OP-03686,CL-01347,BU-04,Won,TY-05,8751.29,8751.29,0.06,RE-02,TE-07,IN-54,2020-04-26,2020-06-21,56.0,LS-05,NV-2
OP-03687,CL-01052,BU-05,Won,TY-00,6466.23,9699.34,0.24,RE-02,TE-08,IN-22,2023-05-29,2023-06-06,8.0,LS-16,NV-4
OP-03688,CL-00096,BU-04,Won,TY-05,33090.07,33090.07,0.27,RE-02,TE-12,IN-29,2022-08-12,2022-08-12,0.0,LS-01,NV-4
OP-03689,CL-00982,BU-06,Won,TY-00,4787.96,4787.96,0.09,RE-02,TE-05,IN-06,2020-06-11,2020-06-11,0.0,LS-08,NV-2
OP-03690,CL-01052,BU-05,Won,TY-05,34032.78,34032.78,0.27,RE-02,TE-09,IN-08,2022-10-24,2023-01-09,77.0,LS-25,NV-3
OP-03691,CL-00096,BU-04,Won,TY-05,1572.31,1572.31,0.27,RE-02,TE-12,IN-40,2022-08-26,2022-08-26,0.0,LS-13,NV-2
OP-03692,CL-00982,BU-06,Won,TY-00,2298.2,2298.2,0.29,RE-02,TE-09,IN-14,2020-05-09,2020-05-09,0.0,LS-31,NV-1
OP-03693,CL-00096,BU-04,Won,TY-05,8433.32,8433.32,0.11,RE-02,TE-08,IN-02,2022-05-28,2022-05-28,0.0,LS-00,NV-3
OP-03694,CL-00096,BU-04,Won,TY-05,3573.44,3573.44,0.09,RE-02,TE-15,IN-30,2022-06-01,2022-06-02,1.0,LS-06,NV-0
OP-03695,CL-00982,BU-06,Won,TY-05,2910.09,2910.09,0.27,RE-02,TE-03,IN-22,2021-02-02,2021-02-02,0.0,LS-20,NV-1
OP-03696,CL-01052,BU-05,Lost,TY-05,156511.89,391746.47,0.29,RE-02,TE-11,IN-22,2021-09-25,2022-09-19,359.0,LS-20,NV-4
OP-03697,CL-00096,BU-04,Won,TY-05,6718.07,6718.07,0.16,RE-02,TE-02,IN-27,2022-07-14,2022-08-13,30.0,LS-13,NV-3
OP-03698,CL-00036,BU-06,Won,TY-05,58549.99,58549.99,0.3,RE-02,TE-05,IN-37,2019-05-25,2019-07-11,47.0,LS-23,NV-2
OP-03699,CL-01052,BU-05,Won,TY-00,0.0,0.0,0.27,RE-02,TE-15,IN-05,2021-11-17,2021-12-21,34.0,LS-01,NV-3
OP-03700,CL-00096,BU-04,Won,TY-05,15294.33,15294.33,0.09,RE-02,TE-02,IN-41,2022-05-23,2022-06-26,34.0,LS-35,NV-3
OP-03701,CL-00036,BU-06,Lost,TY-05,11668.38,11668.38,0.13,RE-02,TE-15,IN-17,2019-05-21,2019-05-30,9.0,LS-00,NV-2
OP-03702,CL-00642,BU-05,Lost,TY-04,62484.18,134244.73,0.13,RE-02,TE-15,IN-52,2020-01-15,2022-06-03,870.0,LS-02,NV-0
OP-03703,CL-00096,BU-04,Won,TY-05,2144.07,2144.07,0.15,RE-02,TE-07,IN-44,2022-07-31,2022-08-01,1.0,LS-00,NV-4
OP-03704,CL-00096,BU-04,Won,TY-05,4288.13,4288.13,0.16,RE-02,TE-10,IN-50,2022-07-02,2022-07-07,5.0,LS-06,NV-2
OP-03705,CL-00036,BU-06,Lost,TY-05,50819.84,58341.91,0.29,RE-02,TE-05,IN-63,2019-05-06,2020-05-16,376.0,LS-24,NV-3
OP-03706,CL-00096,BU-04,Won,TY-05,3769.82,3769.82,0.17,RE-02,TE-08,IN-08,2022-08-11,2022-08-16,5.0,LS-16,NV-0
OP-03707,CL-00036,BU-06,Lost,TY-00,24309.13,24309.13,0.2,RE-02,TE-08,IN-11,2019-02-07,2019-07-07,150.0,LS-18,NV-3
OP-03708,CL-00096,BU-04,Lost,TY-05,114739.09,114739.09,0.1,RE-02,TE-03,IN-26,2022-05-31,2022-08-06,67.0,LS-10,NV-2
OP-03709,CL-00096,BU-04,Lost,TY-05,157803.19,157803.19,0.05,RE-02,TE-09,IN-34,2022-06-13,2022-06-27,14.0,LS-00,NV-4
OP-03710,CL-00036,BU-06,Won,TY-05,11843.41,11843.41,0.11,RE-02,TE-15,IN-14,2019-06-13,2019-06-27,14.0,LS-12,NV-2
OP-03711,CL-00096,BU-04,Lost,TY-05,98484.06,98484.06,0.11,RE-02,TE-04,IN-22,2022-04-21,2022-05-26,35.0,LS-00,NV-1
OP-03712,CL-00036,BU-06,Lost,TY-05,2097575.56,5657220.35,0.16,RE-02,TE-10,IN-14,2019-07-25,2020-03-13,232.0,LS-31,NV-1
